Date,Open,High,Low,Close,Adj Close,Volume
1998-12-01,23.203125,24.562500,23.203125,24.562500,16.902372,47600
1999-01-01,24.593750,25.328125,23.531250,24.296875,16.719584,204600
1999-02-01,24.500000,25.171875,23.859375,24.515625,16.870115,112100
1999-03-01,24.468750,25.703125,24.109375,24.937500,17.160425,174600
1999-04-01,24.968750,29.312500,24.968750,28.687500,19.814613,1358100
1999-05-01,28.578125,30.140625,27.656250,28.125000,19.426092,1933400
1999-06-01,28.125000,30.031250,27.890625,29.812500,20.591663,500200
1999-07-01,29.578125,30.625000,28.718750,28.718750,19.861479,512600
1999-08-01,28.906250,30.234375,28.078125,28.953125,20.023575,358900
1999-09-01,29.046875,30.046875,27.718750,28.750000,19.883102,614700
1999-10-01,28.531250,29.515625,26.484375,28.125000,19.487265,1015600
1999-11-01,28.015625,29.062500,27.359375,27.500000,19.054213,615400
1999-12-01,27.562500,29.609375,27.140625,29.609375,20.515755,4195500
2000-01-01,29.484375,29.625000,26.265625,27.187500,18.912315,1609100
2000-02-01,27.156250,27.296875,25.000000,25.687500,17.868879,1350100
2000-03-01,25.703125,29.515625,24.906250,29.203125,20.314436,4562600
2000-04-01,29.312500,30.437500,27.593750,29.625000,20.650415,2131100
2000-05-01,29.734375,31.062500,28.671875,29.500000,20.563274,560900
2000-06-01,29.546875,30.187500,27.296875,28.281250,19.713741,1208000
2000-07-01,28.406250,30.156250,28.156250,28.718750,20.060108,528000
2000-08-01,28.828125,31.937500,28.703125,31.562500,22.046465,802900
2000-09-01,31.750000,32.187500,29.343750,30.562500,21.347969,1172800
2000-10-01,30.281250,31.250000,28.593750,31.250000,21.887718,770000
2000-11-01,31.437500,31.531250,29.609375,30.187500,21.143536,192800
2000-12-01,30.468750,32.656250,29.031250,31.250000,21.887718,1302300
2001-01-01,31.218750,31.687500,29.187500,31.370001,22.063232,1263400
2001-02-01,31.299999,31.340000,28.889999,29.490000,20.740984,775700
2001-03-01,29.280001,30.850000,24.500000,26.590000,18.701363,764300
2001-04-01,26.590000,30.240000,25.240000,29.629999,20.898827,362800
2001-05-01,29.459999,32.470001,29.320000,30.870001,21.773426,548200
2001-06-01,30.900000,31.490000,28.809999,28.900000,20.383934,788700
2001-07-01,28.950001,29.530001,27.820000,28.840000,20.385683,605900
2001-08-01,29.100000,29.740000,27.330000,27.850000,19.685894,569300
2001-09-01,27.719999,28.260000,20.400000,23.670000,16.731239,785400
2001-10-01,23.700001,25.750000,23.170000,24.090000,17.099669,638700
2001-11-01,24.150000,27.250000,23.799999,26.500000,18.810347,1200400
2001-12-01,26.370001,28.120001,26.049999,27.700001,19.662127,7020800
2002-01-01,27.600000,27.990000,24.350000,25.950001,18.419937,7274400
2002-02-01,25.940001,27.250000,24.120001,26.600000,18.881323,10132400
2002-03-01,26.799999,28.780001,26.610001,27.240000,19.335608,3140700
2002-04-01,26.980000,27.750000,24.650000,25.360001,18.053766,4521000
2002-05-01,25.299999,26.350000,24.770000,25.469999,18.132084,2421200
2002-06-01,25.600000,25.600000,22.700001,23.850000,16.978811,1814600
2002-07-01,23.969999,24.010000,19.100000,22.500000,16.056622,1912200
2002-08-01,22.430000,23.340000,20.500000,22.150000,15.806854,996600
2002-09-01,21.760000,22.219999,19.020000,19.520000,13.930013,2169300
2002-10-01,19.639999,21.080000,17.750000,20.480000,14.670445,4566900
2002-11-01,20.379999,21.750000,19.969999,21.549999,15.436913,2246600
